Region,Town / Township,Quarter / Village Tract,Postal Code
Rakhine State,Ramree Township,Ywar Pale Village Tract,713205
Rakhine State,Ramree Township,Ah Twin Pyin Village Tract,713206
Rakhine State,Ramree Township,Mee Kyaung Tet Village Tract,713207
Rakhine State,Ramree Township,Chaung Hpyar (Yan Pauk) Village Tract,713208
Rakhine State,Ramree Township,Gwa Son Village Tract,713209
Rakhine State,Ramree Township,Nga/Sa Mi Village Tract,713210
Rakhine State,Ramree Township,Ywar Gyi Village Tract,713211
Rakhine State,Ramree Township,Kon Baung Village Tract,713212
Rakhine State,Ramree Township,Kyauk Sauk Village Tract,713213
Rakhine State,Ramree Township,Ah Lel Chaung Village Tract,713214
Rakhine State,Ramree Township,Ku Lar Bone Village Tract,713215
Rakhine State,Ramree Township,Yan Thit Gyi Village Tract,713216
Rakhine State,Ramree Township,Yan Thit Chay Village Tract,713217
Rakhine State,Ramree Township,Let Pan Village Tract,713218
Rakhine State,Ramree Township,Kha Maung Chay Taing Village Tract,713219
Rakhine State,Ramree Township,Ma Yut Chein Village Tract,713220
Rakhine State,Ramree Township,Thin Baw Seik Village Tract,713221
Rakhine State,Ramree Township,Wet Kaik Chaung Village Tract,713222
Rakhine State,Ramree Township,Gaung Kwe Taung Village Tract,713223
Rakhine State,Ramree Township,Thar Si Pyin Village Tract,713224
Rakhine State,Ramree Township,Kyaung Pyein Village Tract,713225
Rakhine State,Ramree Township,Lay Taung Chaung Village Tract,713226
Rakhine State,Ramree Township,Za Yat Pyin Village Tract,713227
Rakhine State,Ramree Township,Tha Yet Cho Village Tract,713228
Rakhine State,Ramree Township,Sa Par Ton Village Tract,713229
Rakhine State,Ramree Township,Kyauk Na Gar Village Tract,713230
Rakhine State,Ramree Township,Aung Hla Pyin Village Tract,713231
Rakhine State,Ramree Township,Ah Nauk Village Tract,713232
Rakhine State,Ramree Township,Let Pan Pyin Village Tract,713233
Rakhine State,Ramree Township,Sin Thay Pyin (Sin Si) Village Tract,713234
Rakhine State,Ramree Township,Taw Kyar Village Tract,713235
Rakhine State,Ramree Township,Than Chaung Village Tract,713236
Rakhine State,Ramree Township,Pyin Chaung Gyi Village Tract,713237
Rakhine State,Ramree Township,Myay Pon Village Tract,713238
Rakhine State,Ramree Township,Nga Yant Chaung Village Tract,713239
Rakhine State,Ramree Township,La Mu Chay Village Tract,713240
Rakhine State,Ramree Township,Hone Wa Village Tract,713241
Rakhine State,Ramree Township,Thit Poke Chein Village Tract,713242
Rakhine State,Ramree Township,U Ga Village Tract,713243
Rakhine State,Ramree Township,Thin Baung Chaung Village Tract,713244
Rakhine State,Ramree Township,Yan Bye Nge Chaung Hpyar Village Tract,713245
Rakhine State,Ramree Township,Chaung Wa Village Tract,713246
Rakhine State,Ramree Township,Kyauk Ni Maw Village Tract,713247
Rakhine State,Ramree Township,Nga/Tha Moke Village Tract,713248
Rakhine State,Ramree Township,Yae Kaung Chaung Village Tract,713249
Rakhine State,Ramree Township,Ma Kyay Village Tract,713250
Rakhine State,Munaung Township,Ah Nauk Su Quarter,714001
Rakhine State,Munaung Township,Myo Ma Quarter,714002
Rakhine State,Munaung Township,Yan Aung Myin Quarter,714003
Rakhine State,Munaung Township,Myo Thit Quarter,714004
Rakhine State,Munaung Township,Kan Nar Tan Quarter,714005
Rakhine State,Munaung Township,Zee Taw Village Tract,714200
Rakhine State,Munaung Township,Nga/Yone Taung Village Tract,714201
Rakhine State,Munaung Township,Oe Wa Village Tract,714202
Rakhine State,Munaung Township,Sun Pan Chaung Village Tract,714203
Rakhine State,Munaung Township,Thit Pon Village Tract,714204
Rakhine State,Munaung Township,Hmyaw Taw U Village Tract,714205
Rakhine State,Munaung Township,Thit Wa Village Tract,714206
Rakhine State,Munaung Township,Bu Yae Myet Village Tract,714207
Rakhine State,Munaung Township,Be Inn Village Tract,714208
Rakhine State,Munaung Township,Nga/Inn Village Tract,714209
Rakhine State,Munaung Township,Kone Khin Village Tract,714210
Rakhine State,Munaung Township,Kha Ohn Maw Village Tract,714211
Rakhine State,Munaung Township,Thein Ba La Village Tract,714212
Rakhine State,Munaung Township,Thein Kone Village Tract,714213
Rakhine State,Munaung Township,Taw Htu Village Tract,714214
Rakhine State,Munaung Township,Kin Te Village Tract,714215
Rakhine State,Munaung Township,Kyee Nyo Village Tract,714216
Rakhine State,Munaung Township,Let Me Pyin Village Tract,714217
Rakhine State,Munaung Township,Min Seik Pyin Village Tract,714218
Rakhine State,Munaung Township,Sa Mon Te Village Tract,714219
Rakhine State,Munaung Township,Nyaung Pin Hla Village Tract,714220
Rakhine State,Munaung Township,Nga/Pon Kone Village Tract,714221
Rakhine State,Munaung Township,Kant Kaw Taw Village Tract,714222
Rakhine State,Munaung Township,Ka Mar Village Tract,714223
Rakhine State,Munaung Township,Pyin Kauk Village Tract,714224
Rakhine State,Munaung Township,Mein Ma Kywei Village Tract,714225
Rakhine State,Munaung Township,Ka Ei Village Tract,714226
Rakhine State,Munaung Township,Pa Lin Village Tract,714227
Rakhine State,Munaung Township,Kan Taing Oke Village Tract,714228
Rakhine State,Munaung Township,Kan Zun Village Tract,714229
Rakhine State,Munaung Township,Maung Ma Kan Village Tract,714230
Rakhine State,Munaung Township,Mee Laung Htaunt Village Tract,714231
Rakhine State,Munaung Township,Pan Hpe Village Tract,714232
Rakhine State,Munaung Township,Thar Yar Kone Village Tract,714233
Rakhine State,Munaung Township,Taik Kyun Village Tract,714234
Rakhine State,Munaung Township,Ye Kyun Village Tract,714235
Rakhine State,Ann Township,Myauk Paing Quarter,715001
Rakhine State,Ann Township,Ah Nauk Paing Quarter,715002
Rakhine State,Ann Township,Ah Shey Paing Quarter,715003
Rakhine State,Ann Township,Ah Soe Ya Ah Hmu Htan Quarter,715004
Rakhine State,Ann Township,No (5) Quarter,715005
Rakhine State,Ann Township,Myauk Bet Quarter,715006
Rakhine State,Ann Township,Lay Yin Kwin Quarter,715007
Rakhine State,Ann Township,Zay Quarter,715008
Rakhine State,Ann Township,Zay Taung Quarter,715009
Rakhine State,Ann Township,Ann (North) Village Tract,715200
Rakhine State,Ann Township,Auk Village Tract,715201
Rakhine State,Ann Township,Ann (South) Village Tract,715202
Rakhine State,Ann Township,Ge Laung Village Tract,715203
Rakhine State,Ann Township,Zu Kaing Village Tract,715204
Rakhine State,Ann Township,Kin Chay Village Tract,715205
Rakhine State,Ann Township,Ga Nan Pyin Village Tract,715206
Rakhine State,Ann Township,Lone Kauk Village Tract,715207
Rakhine State,Ann Township,Laung Done Kwin Village Tract,715208
Rakhine State,Ann Township,Let Khwar Tway Village Tract,715209
Rakhine State,Ann Township,Myanmar Boke Chaung Village Tract,715210
Rakhine State,Ann Township,Me Let Maung Village Tract,715211
Rakhine State,Ann Township,Hmwar Village Tract,715212
Rakhine State,Ann Township,Nyaung Chaung Village Tract,715213
Rakhine State,Ann Township,Nwar Yon Taung Village Tract,715214
Rakhine State,Ann Township,Pon Na Wa Village Tract,715215
Rakhine State,Ann Township,Hpet Chaung Village Tract,715216
Rakhine State,Ann Township,Yu Village Tract,715217
Rakhine State,Ann Township,Sat Si Village Tract,715218
Rakhine State,Ann Township,Sa Khan Maw Village Tract,715219
Rakhine State,Ann Township,Sa Ne Village Tract,715220
Rakhine State,Ann Township,Dar Let Village Tract,715221
Rakhine State,Ann Township,Thar Si Village Tract,715222
Rakhine State,Ann Township,Taik Maw Village Tract,715223
Rakhine State,Ann Township,Tan Tin Village Tract,715224
Rakhine State,Ann Township,Taung Hpi Lar Village Tract,715225
Rakhine State,Ann Township,Yae Boke Village Tract,715226
Rakhine State,Ann Township,Kyauk Myaung Village Tract,715227
Rakhine State,Ann Township,Zin Taw Village Tract,715228
Rakhine State,Toungup Township,Thein Taung Quarter,716001
Rakhine State,Toungup Township,Kan Paing Quarter,716002
Rakhine State,Toungup Township,Gu Tar Quarter,716003
Rakhine State,Toungup Township,Chaung Kauk Quarter,716004
Rakhine State,Toungup Township,Pauk Pyin Village Tract,716200
Rakhine State,Toungup Township,Ta Ya Ba Village Tract,716201
Rakhine State,Toungup Township,Kin Taung Village Tract,716202
Rakhine State,Toungup Township,Pa La War Village Tract,716203
Rakhine State,Toungup Township,Ya Hpa Lay Village Tract,716204
Rakhine State,Toungup Township,Tha Hpan Cho Village Tract,716205
Rakhine State,Toungup Township,Pyin Chaung Village Tract,716206
Rakhine State,Toungup Township,Kyet Kaing Village Tract,716207
Rakhine State,Toungup Township,Kyauk Maung Hna Ma Village Tract,716208
Rakhine State,Toungup Township,Nga Lone Maw Village Tract,716209
Rakhine State,Toungup Township,Mee Chaung Lu Village Tract,716210
Rakhine State,Toungup Township,Kha Maung Chaing Village Tract,716211
Rakhine State,Toungup Township,Ku Toet Seik Village Tract,716212
Rakhine State,Toungup Township,Let Pan Kyun Village Tract,716213
Rakhine State,Toungup Township,Hlay Kar Htway Village Tract,716214
Rakhine State,Toungup Township,Kyauk Seik Taung Village Tract,716215
Rakhine State,Toungup Township,Myo Taung Gyi Village Tract,716216
Rakhine State,Toungup Township,Moe Village Tract,716217
Rakhine State,Toungup Township,Maung Village Tract,716218
Rakhine State,Toungup Township,Yan Myo Village Tract,716219
Rakhine State,Toungup Township,Mee Chaung Htoe Village Tract,716220
Rakhine State,Toungup Township,Auk Kaing Shey Village Tract,716221
Rakhine State,Toungup Township,Don Village Tract,716222
Rakhine State,Toungup Township,Thin Chi Kaing Village Tract,716223
Rakhine State,Toungup Township,Kyoe Kyar Kwin Village Tract,716224
Rakhine State,Toungup Township,Yan Khaw Village Tract,716225
Rakhine State,Toungup Township,Ta Ra Gu Village Tract,716226
Rakhine State,Toungup Township,Kan Day Village Tract,716227
Rakhine State,Toungup Township,Khu Village Tract,716228
Rakhine State,Toungup Township,Gyi Wa Village Tract,716229
Rakhine State,Toungup Township,Nyaung Pin Seik Village Tract,716230
Rakhine State,Toungup Township,Kha Yaing Village Tract,716231
Rakhine State,Toungup Township,Gyi Pyin Village Tract,716232
Rakhine State,Toungup Township,Ku Lar Yaung Village Tract,716233
Rakhine State,Toungup Township,Ah Shey Bet Village Tract,716234
Rakhine State,Toungup Township,Nga Mauk Chaung Village Tract,716235
Rakhine State,Toungup Township,Hpaung Khar Village Tract,716236
Rakhine State,Toungup Township,Ka Lein Taung Village Tract,716237
Rakhine State,Toungup Township,Tha Lein Pyin Village Tract,716238
Rakhine State,Toungup Township,Taung Village Tract,716239
Rakhine State,Toungup Township,Wet Kyeik Village Tract,716240
Rakhine State,Toungup Township,Nat Maw Village Tract,716241
Rakhine State,Toungup Township,Tha Dun Village Tract,716242
Rakhine State,Toungup Township,Chet Hpauk Village Tract,716243
Rakhine State,Toungup Township,Kyauk Wai Village Tract,716244
Rakhine State,Toungup Township,Kyaw Kaing Village Tract,716245
Rakhine State,Toungup Township,La Mu Maw Village Tract,716246
Rakhine State,Toungup Township,Pa Dar Village Tract,716247
Rakhine State,Toungup Township,Sar Pyin Village Tract,716248
Rakhine State,Toungup Township,Za Ni Village Tract,716249
Rakhine State,Toungup Township,Let Pan Village Tract,716250
Rakhine State,Toungup Township,Sin Tin Gyi Hpyu Village Tract,716251
Rakhine State,Toungup Township,Bu Shwe Maw Village Tract,716252
Rakhine State,Thandwe Township,No (1) Quarter,717001
Rakhine State,Thandwe Township,No (2) Quarter,717002
Rakhine State,Thandwe Township,No (3) Quarter,717003
Rakhine State,Thandwe Township,No (4) Quarter,717004
Rakhine State,Thandwe Township,No (5) Quarter,717005
Rakhine State,Thandwe Township,No (6) Quarter,717006
Rakhine State,Thandwe Township,No (7) Quarter,717007
Rakhine State,Thandwe Township,No (8) (Dwar Yar Wa Ti Myo Thit ) Quarter,717008
Rakhine State,Thandwe Township,Auk Nat Maw Village Tract,717200
Rakhine State,Thandwe Township,Kha Maung Tone Village Tract,717201
Rakhine State,Thandwe Township,Nat Maw Village Tract,717202
Rakhine State,Thandwe Township,Shwe Hlay Village Tract,717203
Rakhine State,Thandwe Township,Hpa Yar Maw Village Tract,717204
Rakhine State,Thandwe Township,Yae Kauk Village Tract,717205
Rakhine State,Thandwe Township,Gwayt Chaung Village Tract,717206
Rakhine State,Thandwe Township,Pwint Hpyay Village Tract,717207
Rakhine State,Thandwe Township,Hmyawt Wan Village Tract,717208
Rakhine State,Thandwe Township,Kyet Sar Chaung Village Tract,717209
Rakhine State,Thandwe Township,Ah Lel Village Tract,717210
Rakhine State,Thandwe Township,Kyun Pauk Village Tract,717211
Rakhine State,Thandwe Township,Lin Mu Taung Village Tract,717212
Rakhine State,Thandwe Township,Zee Kone Village Tract,717213
Rakhine State,Thandwe Township,Shwe Hlaw Village Tract,717214
Rakhine State,Thandwe Township,Ta Yaw Taw Village Tract,717215
Rakhine State,Thandwe Township,An Taw Village Tract,717216
Rakhine State,Thandwe Township,Shin Aung Village Tract,717217
Rakhine State,Thandwe Township,Ah Htu Village Tract,717218
Rakhine State,Thandwe Township,Taung Nyo Village Tract,717219
Rakhine State,Thandwe Township,Kyaung Htaik Village Tract,717220
Rakhine State,Thandwe Township,Sin Gaung Village Tract,717221
Rakhine State,Thandwe Township,Kin Maw Village Tract,717222
Rakhine State,Thandwe Township,U Yin Pyin Village Tract,717223
Rakhine State,Thandwe Township,Kha Yan Maw Village Tract,717224
Rakhine State,Thandwe Township,Pyayt Wa Village Tract,717225
Rakhine State,Thandwe Township,Me Kyun Village Tract,717226
Rakhine State,Thandwe Township,Shwe Kyaung Pyin Village Tract,717227
Rakhine State,Thandwe Township,Chan Pyin Village Tract,717228
Rakhine State,Thandwe Township,Hmo Hin Pyin Village Tract,717229
Rakhine State,Thandwe Township,Ta Lin Seik Village Tract,717230
Rakhine State,Thandwe Township,U Yin Kwin Village Tract,717231
Rakhine State,Thandwe Township,Pa De Kaw Village Tract,717232
Rakhine State,Thandwe Township,Ka Nyin Kone Village Tract,717233
Rakhine State,Thandwe Township,Nan Chaung Village Tract,717234
Rakhine State,Thandwe Township,Kyauk Tan Village Tract,717235
Rakhine State,Thandwe Township,Tone Taw Village Tract,717236
Rakhine State,Thandwe Township,Pyin Ma Khon Village Tract,717237
Rakhine State,Thandwe Township,Wet Htee Taung Village Tract,717238
Rakhine State,Thandwe Township,Let Pan Su Village Tract,717239
Rakhine State,Thandwe Township,Than Pu Yar Village Tract,717240
Rakhine State,Thandwe Township,Tha Yet Pin Kwin Village Tract,717241
Rakhine State,Thandwe Township,Me Nei Kwin Village Tract,717242
Rakhine State,Thandwe Township,Thar Yar Kwin Village Tract,717243
Rakhine State,Thandwe Township,Boe Wa Kone Village Tract,717244
Rakhine State,Thandwe Township,Gon Min Chaung Village Tract,717245
Rakhine State,Thandwe Township,Sat Lel Hmyaw Village Tract,717246
Rakhine State,Thandwe Township,Kyee Kan Village Tract,717247
Rakhine State,Thandwe Township,Maw Yon Village Tract,717248
Rakhine State,Thandwe Township,Kyauk Ka Lat Village Tract,717249
Rakhine State,Thandwe Township,Kywe Thauk Village Tract,717250
Rakhine State,Thandwe Township,Pein Taw Gyi Village Tract,717251
Rakhine State,Thandwe Township,Ka Nyin Kwin Village Tract,717252
Rakhine State,Thandwe Township,Ka Na Kho Village Tract,717253
Rakhine State,Thandwe Township,Pauk Tu Village Tract,717254
Rakhine State,Thandwe Township,Kyauk Gyi Village Tract,717255
Rakhine State,Thandwe Township,Kyar Nyo Village Tract,717256
Rakhine State,Thandwe Township,Thit Ngoke To Village Tract,717257
Rakhine State,Thandwe Township,Pu Zun Hpay Village Tract,717258
Rakhine State,Taungpyoletwea Town,No (1) Quarter,760001
Rakhine State,Taungpyoletwea Town,No (2) Quarter,760002
Rakhine State,Taungpyoletwea Town,No (3) Quarter,760003
Rakhine State,Taungpyoletwea Town,No (4) Quarter,760004
Rakhine State,Taungpyoletwea Town,No (5) Quarter,760005
Rakhine State,Kha Maung Seik Town,Ah Shey Paing Quarter,761001
Rakhine State,Kha Maung Seik Town,Ah San Kyaw Quarter,761002
Rakhine State,Kha Maung Seik Town,Ye Bauk Kyar Quarter,761003
Rakhine State,Kha Maung Seik Town,Taing Bin Gar Quarter,761004
Rakhine State,Kha Maung Seik Town,Min Kha Maung Quarter,761005
Rakhine State,Myin Hlut Town,Ah Nauk Paing Quarter,762001
Rakhine State,Myin Hlut Town,Ah Lel Paing Quarter,762002
Rakhine State,Myin Hlut Town,Ah Shey Paing Quarter,762003
Rakhine State,Myin Hlut Town,Ywar Thit Quarter,762004
Rakhine State,Myin Hlut Town,Shee Dar Quarter,762005
Rakhine State,Myin Hlut Town,Hpway Yar Quarter,762006
Rakhine State,Myin Hlut Town,Myaw Chaung Quarter,762007
Rakhine State,Myin Hlut Town,Gyin Taw Quarter,762008
Rakhine State,Kanhtauntkyi Town,Ah Lel Paing Quarter,763001
Rakhine State,Kanhtauntkyi Town,Taung Paing Quarter,763002
Rakhine State,Kanhtauntkyi Town,Myauk Paing Quarter,763003
Rakhine State,Kanhtauntkyi Town,Ywar Thar Yar Quarter,763004
Rakhine State,Kanhtauntkyi Town,Ywar Thit Quarter,763005
Rakhine State,Sa Ne Town,Kan Pyin Quarter,764001
Rakhine State,Sa Ne Town,Ah Lel Paing Quarter,764002
Rakhine State,Sa Ne Town,Taung Ngu Su Quarter,764003
Rakhine State,Sa Ne Town,Shwe Hin Thar Quarter,764004
Rakhine State,Sa Ne Town,Htein Dway Quarter,764005
Rakhine State,Lay Taung Town,No (1) Quarter,765001
Rakhine State,Lay Taung Town,No (2) Quarter,765002
Rakhine State,Lay Taung Town,No (3) Quarter,765003
Rakhine State,Lay Taung Town,No (4) Quarter,765004
Rakhine State,Lay Taung Town,No (5) Quarter,765005
Rakhine State,Tat Taung Town,No (1) Quarter,766001
Rakhine State,Tat Taung Town,No (2) Quarter,766002
Rakhine State,Tat Taung Town,No (3) Quarter,766003
Rakhine State,Ma-Ei Town,No (1) Quarter,767001
Rakhine State,Ma-Ei Town,No (2) Quarter,767002
Rakhine State,Ma-Ei Town,No (3) Quarter,767003
Rakhine State,Ma-Ei Town,No (4) Quarter,767004
Rakhine State,Tan Hlwe Ywar Ma Town,No (1) (Ah Htet Paing) Quarter,768001
Rakhine State,Tan Hlwe Ywar Ma Town,No (2) (Ah Lel Paing) Quarter,768002
Rakhine State,Tan Hlwe Ywar Ma Town,No (3) (Auk Paing) Quarter,768003
Rakhine State,Tan Hlwe Ywar Ma Town,No (4) (Ywar Thit) Quarter,768004
Rakhine State,Tan Hlwe Ywar Ma Town,No (5) (Ku Toet Seik) Quarter,768005
Rakhine State,Tan Hlwe Ywar Ma Town,No (6) (Maw Hla Maw) Quarter,768006
Rakhine State,Ngapali Town,Gawt Quarter,769001
Rakhine State,Ngapali Town,Zee Hpyu Kone Quarter,769002
Rakhine State,Ngapali Town,Lin Thar Quarter,769003
Rakhine State,Ngapali Town,Mya Pyin Quarter,769004
Rakhine State,Ngapali Town,Gyeik Taw Quarter,769005
Rakhine State,Kyeintali Town,No (1) Quarter,770001
Rakhine State,Kyeintali Town,No (2) Quarter,770002
Rakhine State,Kyeintali Town,No (3) Quarter,770003
Shan State (South),Taunggyi Township,Nyaung Hpyu Sa Khan Quarter,601001
Shan State (South),Taunggyi Township,Min Ga Lar U Quarter,601002
